case_name,run_id,eos,solver_status,num_iterations,run_time,feasibility
GasLib-40,1,full_cnga,0,5,0.007636373,true
GasLib-40,2,full_cnga,0,5,0.001843673,true
GasLib-40,3,full_cnga,0,5,0.001885545,true
GasLib-40,4,full_cnga,0,5,0.001858112,true
GasLib-40,5,full_cnga,0,5,0.001840998,true
GasLib-40,6,full_cnga,0,5,0.001749308,true
GasLib-40,7,full_cnga,0,5,0.001675775,true
GasLib-40,8,full_cnga,0,5,0.001672247,true
GasLib-40,9,full_cnga,0,5,0.001655728,true
GasLib-40,10,full_cnga,0,5,0.001691415,true
GasLib-40,11,full_cnga,0,5,0.001694479,true
GasLib-40,12,full_cnga,0,5,0.001691986,true
GasLib-40,13,full_cnga,0,5,0.001665919,true
GasLib-40,14,full_cnga,0,5,0.001626747,true
GasLib-40,15,full_cnga,0,5,0.001918885,true
GasLib-40,16,full_cnga,0,5,0.001684875,true
GasLib-40,17,full_cnga,0,5,0.001655635,true
GasLib-40,18,full_cnga,0,5,0.001689805,true
GasLib-40,19,full_cnga,0,5,0.001668591,true
GasLib-40,20,full_cnga,0,5,0.006313023,true
GasLib-40,21,full_cnga,0,5,0.001676871,true
GasLib-40,22,full_cnga,0,5,0.00167506,true
GasLib-40,23,full_cnga,0,5,0.00168776,true
GasLib-40,24,full_cnga,0,5,0.001678992,true
GasLib-40,25,full_cnga,0,5,0.001661167,true
GasLib-40,26,full_cnga,0,5,0.001639984,true
GasLib-40,27,full_cnga,0,5,0.001792769,true
GasLib-40,28,full_cnga,0,5,0.00175431,true
GasLib-40,29,full_cnga,0,5,0.00167951,true
GasLib-40,30,full_cnga,0,5,0.001640092,true
GasLib-40,31,full_cnga,0,5,0.001638636,true
GasLib-40,32,full_cnga,0,5,0.00168433,true
GasLib-40,33,full_cnga,0,5,0.001686334,true
GasLib-40,34,full_cnga,0,5,0.001818691,true
GasLib-40,35,full_cnga,0,5,0.00170404,true
GasLib-40,36,full_cnga,0,5,0.001751249,true
GasLib-40,37,full_cnga,0,5,0.001743176,true
GasLib-40,38,full_cnga,0,5,0.001752322,true
GasLib-40,39,full_cnga,0,5,0.006283889,true
GasLib-40,40,full_cnga,0,5,0.001844485,true
GasLib-40,41,full_cnga,0,5,0.001711072,true
GasLib-40,42,full_cnga,0,5,0.001651079,true
GasLib-40,43,full_cnga,0,5,0.001657095,true
GasLib-40,44,full_cnga,0,5,0.001647659,true
GasLib-40,45,full_cnga,0,5,0.001653887,true
GasLib-40,46,full_cnga,0,5,0.001685928,true
GasLib-40,47,full_cnga,0,5,0.001688962,true
GasLib-40,48,full_cnga,0,5,0.001675077,true
GasLib-40,49,full_cnga,0,5,0.001678411,true
GasLib-40,50,full_cnga,0,5,0.001841685,true
GasLib-40,51,full_cnga,0,5,0.001670522,true
GasLib-40,52,full_cnga,0,5,0.001678935,true
GasLib-40,53,full_cnga,0,5,0.001730137,true
GasLib-40,54,full_cnga,0,5,0.001676571,true
GasLib-40,55,full_cnga,0,5,0.001697417,true
GasLib-40,56,full_cnga,0,5,0.001665207,true
GasLib-40,57,full_cnga,0,5,0.001717672,true
GasLib-40,58,full_cnga,0,5,0.006241502,true
GasLib-40,59,full_cnga,0,5,0.001681474,true
GasLib-40,60,full_cnga,0,5,0.001701535,true
GasLib-40,61,full_cnga,0,5,0.001672674,true
GasLib-40,62,full_cnga,0,5,0.001919759,true
GasLib-40,63,full_cnga,0,5,0.001691396,true
GasLib-40,64,full_cnga,0,5,0.001671624,true
GasLib-40,65,full_cnga,0,5,0.00170095,true
GasLib-40,66,full_cnga,0,5,0.001665468,true
GasLib-40,67,full_cnga,0,5,0.00167669,true
GasLib-40,68,full_cnga,0,5,0.001914553,true
GasLib-40,69,full_cnga,0,5,0.001697148,true
GasLib-40,70,full_cnga,0,5,0.001685057,true
GasLib-40,71,full_cnga,0,5,0.001680105,true
GasLib-40,72,full_cnga,0,5,0.001687616,true
GasLib-40,73,full_cnga,0,5,0.001632549,true
GasLib-40,74,full_cnga,0,5,0.001636957,true
GasLib-40,75,full_cnga,0,5,0.001644058,true
GasLib-40,76,full_cnga,0,5,0.001690244,true
GasLib-40,77,full_cnga,0,5,0.006266159,true
GasLib-40,78,full_cnga,0,5,0.001845009,true
GasLib-40,79,full_cnga,0,5,0.001637642,true
GasLib-40,80,full_cnga,0,5,0.001646992,true
GasLib-40,81,full_cnga,0,5,0.001893053,true
GasLib-40,82,full_cnga,0,5,0.001698764,true
GasLib-40,83,full_cnga,0,5,0.001670743,true
GasLib-40,84,full_cnga,0,5,0.001639985,true
GasLib-40,85,full_cnga,0,5,0.00168396,true
GasLib-40,86,full_cnga,0,5,0.001894672,true
GasLib-40,87,full_cnga,0,5,0.001670745,true
GasLib-40,88,full_cnga,0,5,0.001683384,true
GasLib-40,89,full_cnga,0,5,0.001683505,true
GasLib-40,90,full_cnga,0,5,0.002868856,true
GasLib-40,91,full_cnga,0,5,0.001834565,true
