distance,260,270,280,290,300
0.0,628.9819975,628.9819975,628.9819975,628.9819975,628.9819975
1.0,624.979639960472,624.8251911436623,624.6707041396776,624.516178920201,624.3616154568866
2.0,620.9514856666741,620.6405447581419,620.3294479908515,620.0181951305816,619.7067859426153
3.0,616.8970292846916,616.427491367152,615.957595530017,615.4873409556153,615.0167268236476
4.0,612.8157487650052,612.1854444879767,611.5544905962583,610.9228850841788,610.2906259373585
5.0,608.7071045586094,607.9137971801013,607.1194532448263,606.3240686972745,605.5276394596332
6.0,604.5705387853836,603.6119210336344,602.6517785254729,601.6901040025008,600.7268901577806
7.0,600.4054743511342,599.2791650928419,598.1507351794859,597.0201726675151,595.8874655189297
8.0,596.2113140094159,594.9148547096852,593.6155642488036,592.313424143977,591.00841574307
9.0,591.987439363889,590.5182903217847,589.0454775899417,587.5689738726165,586.0887443591427
10.0,587.7332098065845,586.088746148698,584.4396562847625,582.7858944031211,581.1274300363308
11.0,583.4479613870178,581.6254687998238,579.7972489393288,577.9632369527161,576.1233927005436
12.0,579.1310056066302,577.1276757865941,575.1173605030675,573.0999981002244,571.0755092743334
13.0,574.7816281325034,572.5945469440766,570.3990829087057,568.1951358257946,565.9826065959046
14.0,570.399087423723,568.0252472369789,565.6414493423991,563.2475627374782,560.8434582352288
15.0,565.9826132631187,563.418891950891,560.8434582352257,558.2561432562356,555.6567810451066
16.0,561.5313955204044,558.7745646642379,556.0040648019811,553.2196905723308,550.4212314196942
17.0,557.0446170111449,554.0913105475015,551.122178384616,548.136963350007,545.1354012295875
18.0,552.5214045872734,549.3681340711229,546.1966595819541,543.0066621545204,539.7978133986171
19.0,547.9608560044175,544.6039965344796,541.226317144287,537.8274255723938,534.4069170829823
20.0,543.3620311533506,539.7978133985624,536.2099046088729,532.5978259920703,528.961082408138
21.0,538.7239497972,534.9484514029488,531.1461166494142,527.3163650079106,523.4585947128115
22.0,534.0455891317691,530.0547254453646,526.0335851092245,521.9814684056091,517.8976482425388
23.0,529.3258811517741,525.115395199489,520.8708746839258,516.5914806814641,512.2763392269724
24.0,524.5637098037838,520.129161443656,515.6564782150715,511.1446590414262,506.5926582657319
25.0,519.7579079043616,515.0946620696666,510.38881155096436,505.63916681826925,500.84448193646233
26.0,514.9072537992995,510.0104677369638,505.06620792500246,500.0730662363988,495.02956352573534
27.0,510.01046773685465,504.8750771328845,499.6869117950147,494.44431044350637,489.1455227680664
28.0,505.06620792447853,499.6869117944458,494.2490720790383,488.7507347161662,483.18983446015665
29.0,500.0730662346146,494.4443104410474,488.7507347136594,482.99004673224255,477.15981579590283
30.0,495.0295635206171,489.1455227604167,483.1898344501028,477.1598157861532,471.05261224201337
31.0,489.9341444986352,483.7887025819124,477.5641857904146,471.257460803096,464.86518174329575
32.0,484.785172145273,478.37190036170506,471.8714729509499,465.28023698461647,458.59427700968683
33.0,479.58092155382275,472.89305489311505,466.1092387224573,459.22522088952644,452.23642559240955
34.0,474.31957318371724,467.34998414216625,460.2748720747864,453.08929372013773,445.7879074023997
35.0,468.99920542830523,461.7403750928152,454.3655943288667,446.86912254271465,439.2447292579747
36.0,463.61778641488314,456.0617724678386,448.37844368822243,440.5611391212994,432.60259596755026
37.0,458.1731649377705,450.311566169385,442.31025788573334,434.16151598348875,425.85687735308284
38.0,452.66306040970005,444.48697725696684,436.1576546571731,427.6661392625684,419.0025704956707
39.0,447.0850516984103,438.5850422491972,429.9170096993989,421.0705777691194,412.0342563295596
40.0,441.4365646934556,432.60259549768716,423.58443170556654,414.37004763215003,404.9460495157107
