case_name,run_id,eos,solver_status,pressure_correction,num_iterations,run_time,feasibility
8-node,1,full_cnga,0,false,10,0.00044821,true
8-node,2,full_cnga,0,false,10,0.000485396,true
8-node,3,full_cnga,0,false,10,0.000448541,true
8-node,4,full_cnga,0,false,10,0.000437082,true
8-node,5,full_cnga,0,false,12,0.000522516,true
8-node,6,full_cnga,0,false,12,0.000488901,true
8-node,7,full_cnga,0,false,12,0.000534703,true
8-node,8,full_cnga,0,false,10,0.000435507,true
8-node,9,full_cnga,0,false,12,0.000481119,true
8-node,10,full_cnga,0,false,12,0.000480611,true
8-node,11,full_cnga,0,false,10,0.000416398,true
8-node,12,full_cnga,0,false,12,0.00047868,true
8-node,13,full_cnga,0,false,12,0.000498456,true
8-node,14,full_cnga,0,false,12,0.000503875,true
8-node,15,full_cnga,0,false,12,0.018761697,true
8-node,16,full_cnga,0,false,10,0.000491756,true
8-node,17,full_cnga,0,false,12,0.000587196,true
8-node,18,full_cnga,3,true,1366,0.11613385400000001,unknown
8-node,19,full_cnga,0,false,12,0.000533222,true
8-node,20,full_cnga,0,false,10,0.000461776,true
8-node,21,full_cnga,0,false,12,0.000517434,true
8-node,22,full_cnga,0,false,10,0.000451789,true
8-node,23,full_cnga,0,false,10,0.000441551,true
8-node,24,full_cnga,0,false,12,0.00053124,true
8-node,25,full_cnga,0,false,10,0.000452578,true
8-node,26,full_cnga,3,true,241,0.016921649,unknown
8-node,27,full_cnga,0,false,10,0.000441299,true
8-node,28,full_cnga,0,false,12,0.000513734,true
8-node,29,full_cnga,0,false,12,0.000545096,true
8-node,30,full_cnga,0,false,10,0.000432748,true
8-node,31,full_cnga,0,false,10,0.000429263,true
8-node,32,full_cnga,0,false,12,0.000504153,true
8-node,33,full_cnga,0,false,10,0.000442612,true
8-node,34,full_cnga,0,false,12,0.000511895,true
8-node,35,full_cnga,0,false,10,0.000437119,true
8-node,36,full_cnga,0,false,12,0.000504307,true
8-node,37,full_cnga,0,false,12,0.000514789,true
8-node,38,full_cnga,0,false,10,0.000437264,true
8-node,39,full_cnga,0,false,10,0.000465527,true
8-node,40,full_cnga,0,false,10,0.000418817,true
8-node,41,full_cnga,0,false,12,0.000481857,true
8-node,42,full_cnga,0,false,10,0.00042474,true
8-node,43,full_cnga,0,false,10,0.000420607,true
8-node,44,full_cnga,0,false,12,0.000488566,true
8-node,45,full_cnga,0,false,10,0.000418081,true
8-node,46,full_cnga,0,false,10,0.000411992,true
8-node,47,full_cnga,0,false,12,0.000467438,true
8-node,48,full_cnga,3,true,977,0.078676669,unknown
8-node,49,full_cnga,0,false,10,0.000727201,true
8-node,50,full_cnga,0,false,10,0.000475804,true
8-node,51,full_cnga,0,false,12,0.000500528,true
8-node,52,full_cnga,0,false,12,0.000643631,true
8-node,53,full_cnga,0,false,12,0.000519574,true
8-node,54,full_cnga,0,false,10,0.000450459,true
8-node,55,full_cnga,0,false,12,0.000522957,true
8-node,56,full_cnga,0,false,10,0.000487554,true
8-node,57,full_cnga,0,false,12,0.000521566,true
8-node,58,full_cnga,0,false,10,0.000431139,true
8-node,59,full_cnga,0,false,10,0.000454489,true
8-node,60,full_cnga,0,false,10,0.000442963,true
8-node,61,full_cnga,3,true,1088,0.072145598,unknown
8-node,62,full_cnga,0,false,12,0.000475984,true
8-node,63,full_cnga,0,false,10,0.000404799,true
8-node,64,full_cnga,0,false,10,0.000407345,true
8-node,65,full_cnga,0,false,10,0.000405005,true
8-node,66,full_cnga,0,false,12,0.000462225,true
8-node,67,full_cnga,0,false,12,0.000469849,true
8-node,68,full_cnga,0,false,10,0.000423732,true
8-node,69,full_cnga,0,false,10,0.000450662,true
8-node,70,full_cnga,0,false,12,0.000463847,true
8-node,71,full_cnga,0,false,10,0.01741138,true
8-node,72,full_cnga,0,false,12,0.000516353,true
8-node,73,full_cnga,0,false,12,0.000506623,true
8-node,74,full_cnga,0,false,10,0.000444974,true
8-node,75,full_cnga,0,false,12,0.000585895,true
8-node,76,full_cnga,0,false,10,0.000445552,true
8-node,77,full_cnga,0,false,10,0.00043658,true
8-node,78,full_cnga,0,false,12,0.000987648,true
8-node,79,full_cnga,0,false,12,0.000503655,true
8-node,80,full_cnga,0,false,12,0.00051862,true
8-node,81,full_cnga,0,false,10,0.000433709,true
8-node,82,full_cnga,0,false,12,0.001126559,true
8-node,83,full_cnga,0,false,12,0.000517329,true
8-node,84,full_cnga,0,false,10,0.000445842,true
8-node,85,full_cnga,0,false,10,0.000433883,true
8-node,86,full_cnga,0,false,10,0.000762491,true
8-node,87,full_cnga,0,false,12,0.00051294,true
8-node,88,full_cnga,0,false,10,0.000461316,true
8-node,89,full_cnga,0,false,10,0.000434156,true
8-node,90,full_cnga,0,false,10,0.000706766,true
8-node,91,full_cnga,0,false,12,0.000603819,true
8-node,92,full_cnga,0,false,10,0.000433277,true
8-node,93,full_cnga,0,false,10,0.000448048,true
8-node,94,full_cnga,0,false,10,0.000527792,true
8-node,95,full_cnga,0,false,10,0.000447302,true
8-node,96,full_cnga,0,false,12,0.000507611,true
8-node,97,full_cnga,0,false,10,0.00042224,true
8-node,98,full_cnga,0,false,10,0.000826291,true
8-node,99,full_cnga,0,false,10,0.000443557,true
8-node,100,full_cnga,0,false,12,0.000511753,true
8-node,101,full_cnga,0,false,12,0.000508377,true
8-node,102,full_cnga,0,false,10,0.000871288,true
8-node,103,full_cnga,0,false,12,0.000512084,true
8-node,104,full_cnga,0,false,10,0.000457598,true
8-node,105,full_cnga,0,false,10,0.000436386,true
